HOLEID,DEPTH,X,Y,Z,LATITUDE,LONGITUDE,TENEMENTID,PROSPECT,STARTDATE,ENDDATE,BestGridName_D
WC____235___,575,531457,6460969,475,58.28862709,-104.4635025,S-106546,WATERBURY NORTH,26/01/2002,01/02/2002,NAD83_UTMZ13N
WC____236___,452,530859.85,6437437.87,453.54,58.07732648,-104.4768007,S-106557,EASTERN CIGAR TREND,18/02/2003,23/02/2003,NAD83_UTMZ13N
WC____237___,443,530858.58,6436786.06,453.2,58.07147228,-104.4769079,S-106557,EASTERN CIGAR TREND,25/02/2003,03/03/2003,NAD83_UTMZ13N
WC____238___,440,532060,6436787,454,58.07139549,-104.4565426,S-106559,EASTERN CIGAR TREND,04/03/2003,09/03/2003,NAD83_UTMZ13N
WC____239___,455,529661,6437004,457.3,58.07351146,-104.4971805,S-106557,EASTERN CIGAR TREND,10/03/2003,15/03/2003,NAD83_UTMZ13N
WC____240___,25.5,528461.285,6436928.596,470.165,58.07291285,-104.5175272,S-106557,CIGAR EAST,12/01/2005,14/01/2005,NAD83_UTMZ13N
WC____240A__,570,528462.54,6436928.978,470.161,58.0729162,-104.5175059,S-106557,CIGAR EAST,14/01/2005,21/01/2005,NAD83_UTMZ13N
WC____241___,552,528267.876,6436852.426,483.552,58.07224109,-104.520815,S-106557,CIGAR EAST,22/01/2005,28/01/2005,NAD83_UTMZ13N
WC____242___,558,528168.778,6436834.356,487.497,58.0720851,-104.522497,S-106557,CIGAR EAST,28/01/2005,04/02/2005,NAD83_UTMZ13N
WC____243___,642.2,528168.42,6436832.868,487.792,58.07207176,-104.5225032,S-106557,CIGAR EAST,11/06/2006,20/06/2006,NAD83_UTMZ13N
WC____244___,585,528162.463,6436701.504,495.325,58.07089227,-104.52262,S-106557,CIGAR EAST,21/06/2006,27/06/2006,NAD83_UTMZ13N
WC____245___,579,528267.937,6436714.405,493.584,58.07100143,-104.5208305,S-106557,CIGAR EAST,28/06/2006,03/07/2006,NAD83_UTMZ13N
WC____246___,561,528067.672,6436678.001,499.282,58.07068719,-104.5242295,S-106557,CIGAR EAST,03/07/2006,08/07/2006,NAD83_UTMZ13N
WC____247___,501,528257.57,6436791.505,490.655,58.07169458,-104.520997,S-106557,CIGAR EAST,09/07/2006,13/07/2006,NAD83_UTMZ13N
WC____248___,585,528355.866,6436696.192,483.885,58.07083224,-104.5193423,S-106557,CIGAR EAST,14/07/2006,20/07/2006,NAD83_UTMZ13N
WC____249___,621.75,526742.49,6437668.2,483.074,58.07966273,-104.5465796,S-106556,TIBIA LAKE,21/07/2006,27/07/2006,NAD83_UTMZ13N
WC____250___,456,527261.694,6436638.93,489.314,58.07038655,-104.537896,ML 5521,CIGAR,14/04/2007,20/04/2007,NAD83_UTMZ13N
WC____251___,455,527331.635,6436639.109,488.909,58.07038385,-104.5367104,ML 5521,CIGAR,21/04/2007,28/04/2007,NAD83_UTMZ13N
WC____252___,480,526932.11,6437076.655,487.05,58.07433819,-104.5434324,ML 5521,CIGAR,05/05/2007,12/05/2007,NAD83_UTMZ13N
WC____253___,462,527772.121,6436994.555,480.584,58.07354897,-104.5292019,ML 5521,CIGAR,13/05/2007,21/05/2007,NAD83_UTMZ13N
WC____254___,469,526945.575,6436243.527,485.877,58.06685449,-104.5432997,ML 5521,CIGAR,21/04/2007,04/05/2007,NAD83_UTMZ13N
WC____255___,471,527599.641,6436142.182,485.863,58.06590402,-104.5322259,S-106558,CIGAR,05/05/2007,12/05/2007,NAD83_UTMZ13N
WC____256___,453,527266.559,6436639.148,489.499,58.07038821,-104.5378135,ML 5521,CIGAR,30/04/2007,04/05/2007,NAD83_UTMZ13N
WC____257___,512,528159.459,6436751.097,493.607,58.07133789,-104.5226649,S-106557,CIGAR EAST,09/06/2007,16/06/2007,NAD83_UTMZ13N
WC____258___,141,528159.4,6436750.5,493.6,58.07133253,-104.522666,S-106557,CIGAR EAST,17/06/2007,20/06/2007,NAD83_UTMZ13N
WC____258A__,533,528161.536,6436740.204,493.84,58.07123992,-104.522631,S-106557,CIGAR EAST,21/06/2007,29/06/2007,NAD83_UTMZ13N
WC____259___,503,528257.479,6436796.018,490.149,58.07173512,-104.520998,S-106557,CIGAR EAST,30/06/2007,06/07/2007,NAD83_UTMZ13N
WC____260___,506,528219.033,6436782.898,490.592,58.07161973,-104.5216513,S-106557,CIGAR EAST,07/07/2007,12/07/2007,NAD83_UTMZ13N
WC____261___,521,528356.644,6436808.507,487.25,58.07184096,-104.5193155,S-106557,CIGAR EAST,13/07/2007,20/07/2007,NAD83_UTMZ13N
WC____262___,510,528123.881,6436754.182,495.428,58.07136786,-104.5232676,S-106557,CIGAR EAST,20/07/2007,26/07/2007,NAD83_UTMZ13N
WC____263___,545.3,528073.942,6436596.5,498.059,58.06995478,-104.524133,S-106557,CIGAR EAST,26/07/2007,02/08/2007,NAD83_UTMZ13N
WC____264___,497,528307.186,6436811.485,489.046,58.07187087,-104.5201535,S-106557,CIGAR EAST,02/08/2007,08/08/2007,NAD83_UTMZ13N
WC____265___,593,526878.316,6437714.496,476.901,58.08007033,-104.5442714,S-106556,TIBIA LAKE,09/08/2007,16/08/2007,NAD83_UTMZ13N
WC____266___,588,526616.953,6437757.505,498.916,58.08047239,-104.5486979,S-106556,TIBIA LAKE,17/08/2007,24/08/2007,NAD83_UTMZ13N
WC____267___,594.2,526652.609,6437795.029,497.922,58.08080728,-104.5480891,S-106556,TIBIA LAKE,24/08/2007,30/08/2007,NAD83_UTMZ13N
WC____268___,482,527099.934,6436503.994,488.733,58.06918451,-104.5406535,ML 5521,CIGAR,13/09/2007,29/09/2007,NAD83_UTMZ13N
WC____269___,479,527298.309,6436424.699,490.149,58.06846015,-104.5373002,ML 5521,CIGAR,03/09/2007,13/09/2007,NAD83_UTMZ13N
WC____270___,479,527366.543,6436622.05,489.503,58.07022848,-104.5361207,ML 5521,CIGAR,21/10/2007,03/11/2007,NAD83_UTMZ13N
WC____271___,353,527555.973,6436647.055,503.711,58.07044133,-104.5329068,ML 5521,CIGAR,21/09/2007,28/09/2007,NAD83_UTMZ13N
WC____271A__,491.43,527546.002,6436646.648,503.375,58.0704383,-104.5330759,ML 5521,CIGAR,29/09/2007,10/10/2007,NAD83_UTMZ13N
WC____272___,470.58,527427.186,6436857.937,474.289,58.07234339,-104.5350652,ML 5521,CIGAR,05/10/2007,18/10/2007,NAD83_UTMZ13N
WC____273___,514,527017.333,6436868.041,495.241,58.0724593,-104.5420117,ML 5521,CIGAR,15/10/2007,02/11/2007,NAD83_UTMZ13N
WC____274___,457.5,527239.787,6436516.654,488.818,58.06928965,-104.5382815,ML 5521,CIGAR,23/09/2007,07/10/2007,NAD83_UTMZ13N
WC____275___,158,527227.677,6436264.387,494.303,58.06702462,-104.538516,ML 5521,CIGAR,16/10/2007,21/10/2007,NAD83_UTMZ13N
WC____275A__,530,527238.471,6436264.119,494.446,58.06702155,-104.5383331,ML 5521,CIGAR,10/10/2007,28/11/2007,NAD83_UTMZ13N
WC____275B__,545,527238.471,6436264.119,494.446,58.06702155,-104.5383331,ML 5521,CIGAR,29/11/2007,01/12/2007,NAD83_UTMZ13N
WC____276___,456.5,527300.736,6436530.24,489.09,58.06940793,-104.5372468,ML 5521,CIGAR,06/10/2007,15/10/2007,NAD83_UTMZ13N
WC____277___,486,527286.497,6436402.376,491.459,58.06826037,-104.537503,ML 5521,CIGAR,14/11/2007,10/12/2007,NAD83_UTMZ13N
WC____278___,482,527404.438,6436609.649,494.786,58.07011476,-104.5354798,ML 5521,CIGAR,01/11/2007,14/11/2007,NAD83_UTMZ13N
WC____278A__,581.95,527404.438,6436609.649,494.786,58.07011476,-104.5354798,ML 5521,CIGAR,11/12/2007,16/12/2007,NAD83_UTMZ13N
WC____279___,281,527382.479,6436390.109,499,58.06814428,-104.5358776,ML 5521,CIGAR,23/02/2008,09/03/2008,NAD83_UTMZ13N
WC____280___,464,527188.159,6436574.709,488.67,58.06981425,-104.5391499,ML 5521,CIGAR,13/03/2008,02/04/2008,NAD83_UTMZ13N
WC____280A__,467.5,527188.159,6436574.709,488.67,58.06981425,-104.5391499,ML 5521,CIGAR,05/04/2008,08/04/2008,NAD83_UTMZ13N
WC____280B__,464,527188.159,6436574.709,488.67,58.06981425,-104.5391499,ML 5521,CIGAR,13/04/2008,27/04/2008,NAD83_UTMZ13N
WC____280C__,449,527188.159,6436574.709,488.67,58.06981425,-104.5391499,ML 5521,CIGAR,28/04/2008,28/05/2008,NAD83_UTMZ13N
WC____280D__,482,527188.159,6436574.709,488.67,58.06981425,-104.5391499,ML 5521,CIGAR,06/05/2008,10/05/2008,NAD83_UTMZ13N
WC____280E__,494,527188.159,6436574.709,488.67,58.06981425,-104.5391499,ML 5521,CIGAR,10/05/2008,01/06/2008,NAD83_UTMZ13N
WC____281___,478,527110.029,6436549.369,488.69,58.06959144,-104.5404771,ML 5521,CIGAR,15/01/2008,07/02/2008,NAD83_UTMZ13N
WC____281A__,480,527110.029,6436549.369,488.69,58.06959144,-104.5404771,ML 5521,CIGAR,23/02/2008,09/03/2008,NAD83_UTMZ13N
WC____282___,492.2,527325.249,6436685.119,489.17,58.07079749,-104.5368133,ML 5521,CIGAR,09/01/2008,06/02/2008,NAD83_UTMZ13N
WC____283___,467,527110.029,6436549.369,488.69,58.06959144,-104.5404771,ML 5521,CIGAR,09/03/2008,02/04/2008,NAD83_UTMZ13N
WC____284___,497,527203.179,6436262.429,492,58.06700854,-104.5389314,ML 5521,CIGAR,05/04/2008,01/05/2008,NAD83_UTMZ13N
WC____284A__,382,527203.179,6436262.429,492,58.06700854,-104.5389314,ML 5521,CIGAR,10/05/2008,19/05/2008,NAD83_UTMZ13N
WC____285___,479,527187.459,6436576.899,488.67,58.06983397,-104.5391615,ML 5521,CIGAR,07/06/2008,21/06/2008,NAD83_UTMZ13N
WC____286___,323,527198.029,6436246.039,492.3,58.06686164,-104.5390206,ML 5521,CIGAR,20/05/2008,23/05/2008,NAD83_UTMZ13N
WC____286A__,506,527198.029,6436246.039,492.3,58.06686164,-104.5390206,ML 5521,CIGAR,23/05/2008,19/06/2008,NAD83_UTMZ13N
WC____287___,522,528426.47,6436798.54,482.168,58.07174697,-104.5181331,S-106557,CIGAR EAST,27/05/2008,03/06/2008,NAD83_UTMZ13N
WC____288___,540,528429.232,6436803.916,482.01,58.07179508,-104.5180856,S-106557,CIGAR EAST,03/06/2008,08/06/2008,NAD83_UTMZ13N
WC____289___,481.5,528429.054,6436803.446,481.891,58.07179087,-104.5180887,S-106557,CIGAR EAST,08/06/2008,13/06/2008,NAD83_UTMZ13N
WC____290___,555,528124.356,6436762.157,495.002,58.07143945,-104.5232586,S-106557,CIGAR EAST,14/06/2008,19/06/2008,NAD83_UTMZ13N
WC____291___,576,527973.674,6436727.463,490.92,58.07113738,-104.525817,S-106557,CIGAR EAST,19/06/2008,28/06/2008,NAD83_UTMZ13N
WC____292___,164,527187.459,6436576.679,488.67,58.06983199,-104.5391615,ML 5521,CIGAR,22/06/2008,30/06/2008,NAD83_UTMZ13N
WC____293___,63,527973.674,6436727.463,490.92,58.07113738,-104.525817,S-106557,CIGAR EAST,28/06/2008,01/07/2008,NAD83_UTMZ13N
WC____293A__,40,527973.719,6436726.537,490.987,58.07112906,-104.5258163,S-106557,CIGAR EAST,01/07/2008,02/07/2008,NAD83_UTMZ13N
WC____293B__,543,527974.181,6436723.7,491.347,58.07110355,-104.5258088,S-106557,CIGAR EAST,20/07/2008,27/07/2008,NAD83_UTMZ13N
WC____294___,461,527187.419,6436575.469,488.81,58.06982112,-104.5391623,ML 5521,CIGAR,02/07/2008,07/08/2008,NAD83_UTMZ13N
WC____295___,546,527866.287,6436733.92,494.121,58.07120213,-104.5276365,ML 5521,CIGAR EAST,27/07/2008,02/08/2008,NAD83_UTMZ13N
WC____296___,558,527866.287,6436733.92,494.121,58.07120213,-104.5276365,ML 5521,CIGAR EAST,02/08/2008,06/08/2008,NAD83_UTMZ13N
WC____297___,537,528398.035,6436747.329,483.28,58.07128883,-104.5186213,S-106557,CIGAR EAST,06/08/2008,11/08/2008,NAD83_UTMZ13N
WC____298___,546,526924.262,6437645.55,479.616,58.07944829,-104.5435003,S-106556,TIBIA LAKE,11/08/2008,16/08/2008,NAD83_UTMZ13N
WC____299___,564,526948.684,6437608.511,480.075,58.07911413,-104.5430904,S-106556,TIBIA LAKE,16/08/2008,21/08/2008,NAD83_UTMZ13N
WC____300___,524,527025.371,6437657.517,479.1,58.07954962,-104.5417846,S-106556,TIBIA LAKE,21/08/2008,26/08/2008,NAD83_UTMZ13N
WC____301___,560.4,527758.208,6436697.837,503.382,58.07088483,-104.5294728,ML 5521,CIGAR EAST,28/05/2009,01/06/2009,NAD83_UTMZ13N
WC____302___,552.7,527768.063,6436619.391,499.947,58.07017964,-104.529315,ML 5521,CIGAR EAST,01/06/2009,06/06/2009,NAD83_UTMZ13N
WC____303___,564,527865.782,6436627.602,495.351,58.07024725,-104.5276577,ML 5521,CIGAR EAST,06/06/2009,10/06/2009,NAD83_UTMZ13N
WC____304___,567,527970.531,6436634.305,498.665,58.07030086,-104.5258814,S-106557,CIGAR EAST,11/06/2009,15/06/2009,NAD83_UTMZ13N
WC____305___,573,527866.336,6436781.152,493.513,58.07162635,-104.5276301,ML 5521,CIGAR EAST,15/06/2009,19/06/2009,NAD83_UTMZ13N
WC____306___,603,528179.196,6436642.724,496.68,58.07036327,-104.5223434,S-106557,CIGAR EAST,19/06/2009,25/06/2009,NAD83_UTMZ13N
WC____307___,552,528502.55,6436651.276,456.856,58.07041941,-104.5168613,S-106557,CIGAR EAST,26/06/2009,30/06/2009,NAD83_UTMZ13N
WC____308___,543,528502.55,6436651.276,456.856,58.07041941,-104.5168613,S-106557,CIGAR EAST,30/06/2009,04/07/2009,NAD83_UTMZ13N
WC____309___,534,528502.55,6436651.276,456.856,58.07041941,-104.5168613,S-106557,CIGAR EAST,05/07/2009,08/07/2009,NAD83_UTMZ13N
WC____310___,549,528502.55,6436651.276,456.856,58.07041941,-104.5168613,S-106557,CIGAR EAST,09/07/2009,12/07/2009,NAD83_UTMZ13N
WC____311___,600,528388.979,6436408.996,458.184,58.06825063,-104.5188157,S-106557,CIGAR EAST,13/07/2009,16/07/2009,NAD83_UTMZ13N
WC____312___,507,529482.789,6436825.161,457.23,58.07191709,-104.500224,S-106557,EASTERN CIGAR TREND,17/07/2009,20/07/2009,NAD83_UTMZ13N
WC____313___,525,529431.42,6436771.459,456.37,58.07143817,-104.5011015,S-106557,EASTERN CIGAR TREND,20/07/2009,24/07/2009,NAD83_UTMZ13N
WC____314___,554.1,527214.893,6437513.534,463.644,58.07824482,-104.5385879,S-106556,TIBIA LAKE,24/07/2009,28/07/2009,NAD83_UTMZ13N
WC____315___,549,527214.893,6437513.534,463.644,58.07824482,-104.5385879,S-106556,TIBIA LAKE,28/07/2009,31/07/2009,NAD83_UTMZ13N
WC____316___,534,527214.893,6437513.534,463.644,58.07824482,-104.5385879,S-106556,TIBIA LAKE,31/07/2009,03/08/2009,NAD83_UTMZ13N
WC____317___,543,527066.06,6437606.213,478.439,58.07908634,-104.5411006,S-106556,TIBIA LAKE,04/08/2009,07/08/2009,NAD83_UTMZ13N
WC____318___,573,526725.499,6437883.047,492.958,58.08159343,-104.5468432,S-106556,TIBIA LAKE,07/08/2009,11/08/2009,NAD83_UTMZ13N
WC____319___,564,527865.922,6436627.395,495.412,58.07024539,-104.5276553,ML 5521,CIGAR EAST,12/08/2009,16/08/2009,NAD83_UTMZ13N
WC____320___,417,526555.559,6436658.419,481.75,58.07060444,-104.5498632,ML 5521,CIGAR,22/08/2009,31/08/2009,NAD83_UTMZ13N
WC____321___,582,524143.662,6448673.264,503.368,58.17865544,-104.5895076,S-106551,ANDREW LAKE,15/01/2010,25/01/2010,NAD83_UTMZ13N
WC____322___,633,523216.211,6447891.104,493.036,58.17168014,-104.6053541,S-106550,ANDREW LAKE,27/01/2010,05/02/2010,NAD83_UTMZ13N
WC____323___,594.6,523583.814,6449642.215,473.187,58.18738841,-104.5989282,S-106551,ANDREW LAKE,05/02/2010,09/02/2010,NAD83_UTMZ13N
WC____324___,639,523706,6449431,481,58.18548482,-104.5968718,S-106551,ANDREW LAKE,09/02/2010,16/02/2010,NAD83_UTMZ13N
WC____325___,417,526520.618,6420574.03,464.812,57.92614005,-104.5522623,S-106564,JIGGER,17/02/2010,20/02/2010,NAD83_UTMZ13N
WC____326___,470.4,526520.618,6420574.03,464.812,57.92614005,-104.5522623,S-106564,JIGGER,20/02/2010,24/02/2010,NAD83_UTMZ13N
WC____327___,465.5,526229,6420182,466,57.92263613,-104.5572289,S-106564,JIGGER,24/02/2010,28/02/2010,NAD83_UTMZ13N
WC____328___,498,526229,6420182,466,57.92263613,-104.5572289,S-106564,JIGGER,28/02/2010,06/03/2010,NAD83_UTMZ13N
WC____329___,430.9,528997.147,6436847.912,452.85,58.07215345,-104.5084534,S-106557,EASTERN CIGAR TREND,06/03/2010,10/03/2010,NAD83_UTMZ13N
WC____330___,492,529000.52,6436556.815,452.911,58.06953871,-104.5084321,S-106557,EASTERN CIGAR TREND,10/03/2010,14/03/2010,NAD83_UTMZ13N
WC____331___,517.8,528771.357,6436548.019,454.146,58.06947464,-104.5123175,S-106557,CIGAR EAST,15/03/2010,18/03/2010,NAD83_UTMZ13N
WC____332___,603,528377.902,6436314.66,456.619,58.06740404,-104.5190148,S-106557,CIGAR EAST,18/03/2010,24/03/2010,NAD83_UTMZ13N
WC____333___,565.9,528377.902,6436314.66,456.619,58.06740404,-104.5190148,S-106557,CIGAR EAST,24/03/2010,29/03/2010,NAD83_UTMZ13N
WC____334___,570,528378.825,6436314.375,456.568,58.06740142,-104.5189992,S-106557,CIGAR EAST,29/03/2010,03/04/2010,NAD83_UTMZ13N
WC____335___,561,528320.409,6436455.394,458.722,58.06867174,-104.5199723,S-106557,CIGAR EAST,03/04/2010,07/04/2010,NAD83_UTMZ13N
WC____336___,465,526943.779,6436755.029,495.07,58.07144874,-104.5432715,ML 5521,CIGAR,12/04/2010,22/04/2010,NAD83_UTMZ13N
WC____337___,464.7,526943.779,6436733.229,495.03,58.07125294,-104.543274,ML 5521,CIGAR,23/04/2010,01/05/2010,NAD83_UTMZ13N
WC____337A__,465,526943.8,6436733.2,495.03,58.07125268,-104.5432736,ML 5521,CIGAR,02/05/2010,09/05/2010,NAD83_UTMZ13N
WC____337B__,464.5,526943.8,6436733.2,495,58.07125268,-104.5432736,ML 5521,CIGAR,25/01/2011,25/01/2011,NAD83_UTMZ13N
WC____338___,465.5,526946.7,6436703.9,493.53,58.07098934,-104.5432278,ML 5521,CIGAR,10/05/2010,20/05/2010,NAD83_UTMZ13N
WC____338A__,465,526946.7,6436703.9,493.53,58.07098934,-104.5432278,ML 5521,CIGAR,25/01/2011,25/01/2011,NAD83_UTMZ13N
WC____339___,490,527393.7,6436457.9,501,58.06875246,-104.5356795,ML 5521,CIGAR,20/05/2010,22/05/2010,NAD83_UTMZ13N
WC____340___,464.3,527543.7,6436722.9,503.6,58.07112331,-104.533106,ML 5521,CIGAR,22/05/2010,28/05/2010,NAD83_UTMZ13N
WC____341___,464.7,527543.7,6436747.9,499.8,58.07134785,-104.533103,ML 5521,CIGAR,30/05/2010,06/06/2010,NAD83_UTMZ13N
WC____341A__,465,527543.7,6436747.9,499.8,58.07134785,-104.533103,ML 5521,CIGAR,07/06/2010,12/06/2010,NAD83_UTMZ13N
WC____341B__,464.8,527543.279,6436748.829,499.65,58.07135622,-104.5331101,ML 5521,CIGAR,13/12/2010,13/12/2010,NAD83_UTMZ13N
WC____342___,464.5,527543.7,6436787.9,499.8,58.07170712,-104.5330983,ML 5521,CIGAR,12/06/2010,18/06/2010,NAD83_UTMZ13N
WC____342A__,464.5,527543.7,6436772.9,491.1,58.07157239,-104.5331001,ML 5521,CIGAR,18/06/2010,23/06/2010,NAD83_UTMZ13N
WC____342B__,465.2,527543.474,6436787.839,496.906,58.07170658,-104.5331022,ML 5521,CIGAR,13/12/2010,13/12/2010,NAD83_UTMZ13N
WC____343___,490,527118.7,6436859.4,494.73,58.0723755,-104.5402944,ML 5521,CIGAR,24/06/2010,29/06/2010,NAD83_UTMZ13N
WC____344___,500.9,527168.7,6436792.9,487.97,58.07177516,-104.5394545,ML 5521,CIGAR,30/06/2010,05/07/2010,NAD83_UTMZ13N
WC____345___,490,527346.7,6436397.9,500,58.06821646,-104.5364831,ML 5521,CIGAR,06/07/2010,12/07/2010,NAD83_UTMZ13N
WC____346___,491.7,527418.7,6436547.9,500,58.06955927,-104.5352453,ML 5521,CIGAR,10/07/2010,15/07/2010,NAD83_UTMZ13N
WC____347___,464.7,527493.7,6436732.9,494,58.07121623,-104.5339523,ML 5521,CIGAR,22/07/2010,26/07/2010,NAD83_UTMZ13N
WC____347A__,464.7,527493.7,6436732.9,494,58.07121623,-104.5339523,ML 5521,CIGAR,27/07/2010,02/08/2010,NAD83_UTMZ13N
WC____348___,464.5,527493.7,6436792.9,486,58.07175513,-104.5339453,ML 5521,CIGAR,03/08/2010,07/08/2010,NAD83_UTMZ13N
WC____348A__,464.5,527493.7,6436792.9,486,58.07175513,-104.5339453,ML 5521,CIGAR,08/08/2010,14/08/2010,NAD83_UTMZ13N
WC____349___,465,527443.7,6436787.9,481,58.07171332,-104.5347935,ML 5521,CIGAR,15/08/2010,22/08/2010,NAD83_UTMZ13N
WC____349A__,465,527443.7,6436787.9,481,58.07171332,-104.5347935,ML 5521,CIGAR,22/08/2010,27/08/2010,NAD83_UTMZ13N
WC____350___,465,527443.7,6436737.9,489,58.07126424,-104.5347993,ML 5521,CIGAR,27/08/2010,30/08/2010,NAD83_UTMZ13N
WC____350A__,465,527443.124,6436737.465,485.939,58.07126037,-104.5348091,ML 5521,CIGAR,17/11/2010,17/11/2010,NAD83_UTMZ13N
WC____351___,464.5,527543.566,6436707.826,502.508,58.07098793,-104.53311,ML 5521,CIGAR,03/09/2010,07/09/2010,NAD83_UTMZ13N
WC____352___,465,527393.8,6436704.8,484.024,58.07097003,-104.535649,ML 5521,CIGAR,25/01/2011,25/01/2011,NAD83_UTMZ13N
WC____352A__,465.7,527393.8,6436705.8,484.024,58.07097901,-104.5356489,ML 5521,CIGAR,25/01/2011,25/01/2011,NAD83_UTMZ13N
WC____353___,465,527006.379,6436743.068,496.072,58.07133751,-104.5422117,ML 5521,CIGAR,13/12/2010,13/12/2010,NAD83_UTMZ13N
WC____353A__,465,527006.4,6436743.1,495.072,58.07133779,-104.5422114,ML 5521,CIGAR,25/01/2011,25/01/2011,NAD83_UTMZ13N
WC____354___,465,527066.3,6436752.9,493.371,58.07142216,-104.5411949,ML 5521,CIGAR,25/01/2011,25/01/2011,NAD83_UTMZ13N
WC____354A__,465,527066.3,6436752.9,493.371,58.07142216,-104.5411949,ML 5521,CIGAR,25/01/2011,25/01/2011,NAD83_UTMZ13N
WC____354B__,465,527066.3,6436752.9,493.371,58.07142216,-104.5411949,ML 5521,CIGAR,25/01/2011,25/01/2011,NAD83_UTMZ13N
WC____354C__,465,527066.267,6436752.936,493.371,58.07142248,-104.5411954,ML 5521,CIGAR,25/01/2011,25/01/2011,NAD83_UTMZ13N
WC____355___,465,527006.179,6436732.929,495,58.07124645,-104.5422163,ML 5521,CIGAR,25/01/2011,25/01/2011,NAD83_UTMZ13N
WC____355A__,465,527006.179,6436732.929,495,58.07124645,-104.5422163,ML 5521,CIGAR,25/01/2011,25/01/2011,NAD83_UTMZ13N
WC____356___,465,526917.832,6436727.149,493.445,58.07119991,-104.5437145,ML 5521,CIGAR,25/01/2011,25/01/2011,NAD83_UTMZ13N
WC____356A__,465,526917.832,6436727.149,493.445,58.07119991,-104.5437145,ML 5521,CIGAR,25/01/2011,25/01/2011,NAD83_UTMZ13N
WC____357___,465,526918.666,6436742.948,493.377,58.07134176,-104.5436986,ML 5521,CIGAR,25/01/2011,25/01/2011,NAD83_UTMZ13N
WC____357A__,464.5,526918.666,6436742.948,493.377,58.07134176,-104.5436986,ML 5521,CIGAR,25/01/2011,25/01/2011,NAD83_UTMZ13N
WC____358___,464.5,526918.815,6436743.578,493.783,58.07134741,-104.543696,ML 5521,CIGAR,25/01/2011,25/01/2011,NAD83_UTMZ13N
WC____359___,464.5,526893.679,6436737.929,496.1,58.0712982,-104.5441227,ML 5521,CIGAR,25/01/2011,25/01/2011,NAD83_UTMZ13N
WC____359A__,464.5,526893.679,6436737.929,496.1,58.0712982,-104.5441227,ML 5521,CIGAR,25/01/2011,25/01/2011,NAD83_UTMZ13N
WC____360___,465,526868.437,6436730.64,491.3,58.07123426,-104.5445514,ML 5521,CIGAR,25/01/2011,25/01/2011,NAD83_UTMZ13N
WC____361___,464.3,527393.679,6436727.929,483,58.07117777,-104.5356484,ML 5521,CIGAR,28/01/2011,03/02/2011,NAD83_UTMZ13N
WC____362___,464.5,527543.679,6436712.929,501,58.07103376,-104.5331075,ML 5521,CIGAR,05/02/2011,10/02/2011,NAD83_UTMZ13N
WC____362A__,464.5,527543.679,6436712.929,501,58.07103376,-104.5331075,ML 5521,CIGAR,10/02/2011,14/02/2011,NAD83_UTMZ13N
WC____363___,464.5,527443.179,6436733.929,485.94,58.0712286,-104.5348086,ML 5521,CIGAR,16/02/2011,25/02/2011,NAD83_UTMZ13N
WC____364___,464.5,527493.205,6436726.235,494.39,58.0711564,-104.5339615,ML 5521,CIGAR,25/02/2011,03/03/2011,NAD83_UTMZ13N
WC____365___,465,527531.179,6436711.129,499.11,58.07101837,-104.5333196,ML 5521,CIGAR,04/03/2011,17/03/2011,NAD83_UTMZ13N
WC____365A__,465.5,527531.49,6436711.1,499.11,58.07101809,-104.5333143,ML 5521,CIGAR,17/03/2011,22/03/2011,NAD83_UTMZ13N
WC____366___,464.6,527530.179,6436747.929,494,58.07134895,-104.5333322,ML 5521,CIGAR,23/03/2011,01/04/2011,NAD83_UTMZ13N
WC____366A__,464.6,527531.179,6436747.929,494,58.07134889,-104.5333153,ML 5521,CIGAR,02/04/2011,07/04/2011,NAD83_UTMZ13N
WC____367___,509.6,527518.844,6436702.909,499.035,58.0709453,-104.5335296,ML 5521,CIGAR,01/01/2011,01/01/2011,NAD83_UTMZ13N
WC____368___,464.5,527148.602,6436799.641,489.48,58.07183694,-104.5397944,ML 5521,CIGAR,01/01/2011,01/01/2011,NAD83_UTMZ13N
WC____368A__,465,527148.602,6436799.641,489.48,58.07183694,-104.5397944,ML 5521,CIGAR,01/01/2011,01/01/2011,NAD83_UTMZ13N
WC____369___,464.5,527043.397,6436757.132,493.043,58.07146157,-104.5415826,ML 5521,CIGAR,01/01/2011,01/01/2011,NAD83_UTMZ13N
WC____370___,476.5,527129.183,6436856.944,494.135,58.0723528,-104.5401169,ML 5521,CIGAR,01/01/2011,01/01/2011,NAD83_UTMZ13N
WC____371___,495.05,525739.949,6436601.479,475.59,58.07014112,-104.5636946,ML 5521,CIGAR,01/01/2011,01/01/2011,NAD83_UTMZ13N
WC____372___,498,525690.999,6436631.019,473.69,58.07040928,-104.5645211,ML 5521,CIGAR,01/01/2011,01/01/2011,NAD83_UTMZ13N
WC____373___,498.05,525791.239,6436631.449,473.03,58.07040732,-104.5628219,ML 5521,CIGAR,01/01/2011,01/01/2011,NAD83_UTMZ13N
WC____374-1_,570.05,525865.909,6436495.539,474.14,58.06918227,-104.5615712,ML 5521,CIGAR,01/01/2011,01/01/2011,NAD83_UTMZ13N
WC____374___,397.6,525865.909,6436495.539,474.14,58.06918227,-104.5615712,ML 5521,CIGAR,01/01/2011,01/01/2011,NAD83_UTMZ13N
WC____375___,546.05,526007.959,6436516.179,467.8,58.06935935,-104.5591611,ML 5521,CIGAR,01/01/2011,01/01/2011,NAD83_UTMZ13N
